Event.Id,Event.Date,Year,Make,Model,Aircraft.Category,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Injury.Severity,Severity.Level,Outcome
20001212X22492,1990-01-28,1990,Taylorcraft,BC12D,Airplane,No,1.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001212X22480,1990-01-29,1990,Cessna,208B,Airplane,No,1.0,Turbo Prop,Unknown,2.0,0.0,0.0,0.0,IMC,Takeoff,Fatal,High,Fatal
20001212X22619,1990-02-01,1990,Piper,PA-28-181,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Fatal,High,Fatal
20001212X22649,1990-03-16,1990,Cessna,170B,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001212X22846,1990-04-09,1990,Cessna,172,Airplane,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,7.0,VMC,Cruise,Fatal,High,Fatal
20001212X22846,1990-04-09,1990,Embraer,EMB-120,Airplane,No,2.0,Turbo Prop,Unknown,2.0,0.0,0.0,7.0,VMC,Cruise,Fatal,High,Fatal
20001212X22966,1990-04-16,1990,Embraer,EMB-110,Airplane,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,8.0,VMC,Taxi,Non-Fatal,None,Non-Fatal
20001212X22992,1990-04-17,1990,Cessna,150,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Approach,Non-Fatal,None,Non-Fatal
20001212X22890,1990-04-30,1990,Beech,C99 AIRLINER,Airplane,No,2.0,Unknown,Unknown,1.0,3.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001212X23574,1990-07-05,1990,Piper,PA-28-180,Airplane,No,1.0,Reciprocating,Business,1.0,1.0,0.0,0.0,VMC,Descent,Fatal,High,Fatal
20001212X23773,1990-07-12,1990,Piper,PA-28-140,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,Descent,Non-Fatal,Low,Non-Fatal
20001212X23667,1990-07-27,1990,Mcdonnell Douglas,DC-10-30,Airplane,No,0.0,Unknown,Unknown,0.0,1.0,3.0,3.0,UNKNOWN,,Non-Fatal,Medium,Non-Fatal
20001212X24345,1990-09-14,1990,Cessna,152,Airplane,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Takeoff,Fatal,High,Fatal
20001212X24349,1990-09-23,1990,Piper,PA-24-260,Airplane,No,1.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001212X24393,1990-10-06,1990,Cessna,185B,Airplane,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001212X24604,1990-11-07,1990,Piper,PA-23-250,Airplane,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,IMC,Climb,Non-Fatal,None,Non-Fatal
20001212X24613,1990-11-23,1990,Beech,B55,Airplane,No,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Maneuvering,Fatal,High,Fatal
20001212X24824,1990-12-15,1990,Beech,D50C,Airplane,No,2.0,Reciprocating,Skydiving,1.0,0.0,1.0,4.0,VMC,Cruise,Fatal,High,Fatal
20001212X24816,1990-12-31,1990,Cessna,182B,Airplane,No,1.0,Reciprocating,Skydiving,2.0,1.0,1.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001212X16387,1991-01-25,1991,Piper,PA-34,Airplane,No,0.0,Unknown,Public Aircraft,0.0,0.0,0.0,1.0,UNKNOWN,Landing,Non-Fatal,None,Non-Fatal
20001212X16418,1991-02-03,1991,Cessna,182,Airplane,No,1.0,Reciprocating,Skydiving,7.0,0.0,0.0,0.0,VMC,Climb,Fatal,High,Fatal
20001212X16418,1991-02-03,1991,Piper,PA-28-140,Airplane,No,1.0,Reciprocating,Instructional,7.0,0.0,0.0,0.0,VMC,Approach,Fatal,High,Fatal
20001212X16415,1991-02-24,1991,Cessna,172N,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Maneuvering,Fatal,High,Fatal
20001212X16539,1991-03-18,1991,Piper,PA-28-201T,Airplane,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Cruise,Fatal,High,Fatal
20001212X17360,1991-06-06,1991,Boeing,727-214,Airplane,No,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,156.0,VMC,Takeoff,Incident,None,Non-Fatal
20001212X17597,1991-07-11,1991,Cessna,182,Airplane,No,1.0,Reciprocating,Skydiving,1.0,0.0,0.0,4.0,VMC,Cruise,Fatal,High,Fatal
20001212X17738,1991-08-07,1991,Bellanca,7GCBC,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Maneuvering,Non-Fatal,Low,Non-Fatal
20001212X17742,1991-08-09,1991,Piper,PA-18,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001212X18014,1991-09-19,1991,Piper,PA-18-150,Airplane,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001212X18289,1991-10-27,1991,Beech,A36,Airplane,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,Maneuvering,Fatal,High,Fatal
20001212X18454,1991-11-29,1991,Cessna,120,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001212X18577,1991-12-12,1991,Boeing,B-747-121,Airplane,No,0.0,Unknown,Unknown,0.0,0.0,0.0,0.0,VMC,,Incident,None,Non-Fatal
20001212X18531,1991-12-13,1991,Piper,"PA-31T3, T1040",Airplane,No,2.0,Turbo Prop,Unknown,1.0,0.0,0.0,0.0,IMC,Cruise,Fatal,High,Fatal
20001212X18613,1991-12-20,1991,Beech,58P,Airplane,No,2.0,Reciprocating,Business,2.0,0.0,0.0,0.0,IMC,Approach,Fatal,High,Fatal
20001211X14468,1992-04-22,1992,De Havilland,DHC-6-200,Airplane,No,2.0,Turbo Prop,Skydiving,16.0,6.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20170710X10920,1992-09-05,1992,Robinson,R22,Helicopter,No,,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Unknown,Fatal,High,Fatal
20001211X15678,1992-09-07,1992,Beech,C-45H,Airplane,No,2.0,Reciprocating,Skydiving,12.0,0.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001211X16223,1992-12-13,1992,Cessna,T210,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Approach,Non-Fatal,Low,Non-Fatal
20001211X16199,1992-12-29,1992,Piper,PA-34-200,Airplane,No,0.0,Unknown,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20001211X12054,1993-04-23,1993,Piper,PA-18-150,Airplane,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Maneuvering,Fatal,High,Fatal
20001211X13214,1993-08-14,1993,Cessna,182A,Airplane,No,1.0,Reciprocating,Skydiving,1.0,4.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001211X13180,1993-08-18,1993,Piper,PA-34-220,Airplane,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,Cruise,Non-Fatal,None,Non-Fatal
20001211X13402,1993-09-04,1993,Beech,C-45H,Airplane,No,2.0,Reciprocating,Skydiving,1.0,0.0,0.0,10.0,VMC,Cruise,Fatal,High,Fatal
20001211X13354,1993-09-25,1993,Cessna,172,Airplane,No,1.0,Reciprocating,Aerial Observation,0.0,0.0,0.0,2.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001211X13771,1993-11-13,1993,Piper,PA-32R-300,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,3.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20001211X13695,1993-11-28,1993,Piper,PA32R-301,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Approach,Fatal,High,Fatal
20001211X13814,1993-12-12,1993,Piper,PA-32,Airplane,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,5.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001206X00618,1994-01-02,1994,Cessna,172N,Airplane,No,1.0,Reciprocating,Instructional,5.0,0.0,0.0,0.0,VMC,Approach,Fatal,High,Fatal
20001206X00742,1994-02-22,1994,Beech,2000 (STARSHIP),Airplane,No,,Unknown,Business,0.0,0.0,0.0,6.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20001206X01822,1994-07-16,1994,Cessna,K172R,Airplane,No,1.0,Reciprocating,Skydiving,4.0,0.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001206X02071,1994-08-09,1994,Aerospatiale,SA316B,Helicopter,No,1.0,Turbo Shaft,Positioning,0.0,0.0,3.0,0.0,VMC,Landing,Non-Fatal,Low,Non-Fatal
20001206X02019,1994-08-25,1994,Cessna,150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Cruise,Non-Fatal,Low,Non-Fatal
20001206X01926,1994-08-31,1994,Cessna,208,Airplane,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001206X02310,1994-09-14,1994,Piper,PA-28-140,Airplane,No,,Unknown,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20001206X02325,1994-09-20,1994,Piper,PA32R-301T,Airplane,No,,Unknown,Personal,0.0,0.0,0.0,6.0,VMC,,Non-Fatal,None,Non-Fatal
20001206X02234,1994-09-23,1994,Aero Commander,500S,Airplane,No,,Unknown,Unknown,2.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001206X02607,1994-11-01,1994,Bell,212,Helicopter,No,,Unknown,Unknown,14.0,0.0,0.0,0.0,IMC,,Fatal,High,Fatal
20001206X02621,1994-11-18,1994,Piper,PA-32R-300,Airplane,No,,Unknown,Personal,0.0,0.0,0.0,4.0,VMC,,Non-Fatal,None,Non-Fatal
20001206X02737,1994-12-27,1994,Piper,PA-28-140,Airplane,No,1.0,Reciprocating,Business,2.0,0.0,0.0,0.0,VMC,Go-Around,Fatal,High,Fatal
20001206X02711,1994-12-29,1994,Boeing,737-400,Airplane,No,,Unknown,Unknown,54.0,21.0,0.0,0.0,IMC,,Fatal,High,Fatal
20001207X03199,1995-03-07,1995,Bell,230,Helicopter,No,2.0,Turbo Shaft,Positioning,0.0,0.0,0.0,2.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001207X03179,1995-03-11,1995,Piper,PA-28RT-201,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Go-Around,Non-Fatal,None,Non-Fatal
20001207X03370,1995-04-24,1995,Cessna,185,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001207X03360,1995-04-26,1995,Cessna,550,Airplane,Yes,2.0,Turbo Fan,Personal,0.0,0.0,5.0,0.0,VMC,,Non-Fatal,Low,Non-Fatal
20001207X03480,1995-05-06,1995,Cessna,550,Airplane,No,2.0,Turbo Fan,Public Aircraft,0.0,0.0,0.0,3.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001207X03526,1995-05-19,1995,Boeing,737-500,Airplane,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,288.0,VMC,Taxi,Incident,None,Non-Fatal
20001207X03526,1995-05-19,1995,Boeing,767-383ER,Airplane,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,288.0,VMC,Taxi,Incident,None,Non-Fatal
20001207X03963,1995-07-23,1995,De Havilland,DHC-6,Airplane,No,2.0,Turbo Prop,Skydiving,1.0,0.0,0.0,17.0,VMC,Cruise,Fatal,High,Fatal
20001207X04439,1995-09-09,1995,Bell,230,Helicopter,No,1.0,Turbo Shaft,Positioning,0.0,0.0,0.0,3.0,VMC,Cruise,Non-Fatal,None,Non-Fatal
20001207X04585,1995-09-10,1995,Beech,65,Airplane,No,2.0,Reciprocating,Skydiving,12.0,0.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001207X04563,1995-09-15,1995,Ayres,AY-65,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20001207X04527,1995-09-15,1995,Piper,PA-18-150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Non-Fatal,None,Non-Fatal
20001207X04862,1995-11-07,1995,Boeing,B727-224,Airplane,No,,Unknown,Unknown,0.0,0.0,2.0,10.0,UNKNOWN,,Incident,Low,Non-Fatal
20001207X04990,1995-12-20,1995,Boeing,B757,Airplane,No,,Unknown,Unknown,160.0,4.0,0.0,0.0,VMC,,Fatal,High,Fatal
20001208X05165,1996-01-29,1996,Bell,47G-2A1,Helicopter,No,1.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001208X05308,1996-02-07,1996,Beech,1900D,Airplane,No,2.0,Turbo Prop,Unknown,0.0,0.0,2.0,14.0,IMC,Landing,Non-Fatal,Low,Non-Fatal
20010304X00536,1996-02-24,1996,Cessna,337,Airplane,No,,Unknown,Other Work Use,4.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20010304X00536,1996-02-24,1996,Cessna,337,Airplane,No,,Unknown,Other Work Use,4.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20001208X05343,1996-03-13,1996,Cessna,185,Airplane,No,1.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001208X05582,1996-04-14,1996,Cessna,P206C,Airplane,No,1.0,Reciprocating,Skydiving,1.0,2.0,0.0,1.0,VMC,Maneuvering,Fatal,High,Fatal
20001208X05646,1996-04-27,1996,De Havilland,DHC-6,Airplane,No,2.0,Turbo Prop,Skydiving,1.0,0.0,0.0,4.0,VMC,Standing,Fatal,High,Fatal
20001208X06203,1996-07-06,1996,Mcdonnell Douglas,MD-88,Airplane,No,2.0,Turbo Jet,Unknown,2.0,2.0,3.0,137.0,VMC,Takeoff,Fatal,High,Fatal
20001208X06417,1996-08-07,1996,Grumman,G164,Airplane,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001208X07016,1996-11-06,1996,Mcdonnell Douglas,MD-11,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,282.0,UNKNOWN,,Incident,None,Non-Fatal
20001208X07017,1996-11-23,1996,Boeing,767,Airplane,No,,Unknown,Unknown,125.0,44.0,2.0,4.0,VMC,,Fatal,High,Fatal
20001208X07151,1996-12-12,1996,Sikorsky,S-76B,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20010711X01386,1997-02-15,1997,Boeing,737,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,63.0,UNKNOWN,,Incident,None,Non-Fatal
20001208X07614,1997-03-05,1997,Aerospatiale,AS-355F,Helicopter,No,2.0,Turbo Shaft,Positioning,0.0,0.0,1.0,0.0,VMC,Maneuvering,Non-Fatal,Low,Non-Fatal
20001208X07517,1997-03-30,1997,Bell,B212,Helicopter,Yes,,Unknown,Unknown,1.0,1.0,4.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001208X07696,1997-04-10,1997,Cessna,414,Airplane,No,,Unknown,Business,10.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001208X07660,1997-04-19,1997,Beech,C23,Airplane,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Maneuvering,Fatal,High,Fatal
20001208X07807,1997-04-27,1997,Piper,PA-60-601P,Airplane,No,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Approach,Fatal,High,Fatal
20001208X07697,1997-04-27,1997,Mcdonnell Douglas,MD-82,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001208X07698,1997-04-30,1997,Cessna,208,Airplane,No,,Unknown,Unknown,2.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001208X07906,1997-05-04,1997,Boeing,737-201,Airplane,No,2.0,Turbo Jet,Unknown,0.0,1.0,0.0,96.0,VMC,Standing,Non-Fatal,Medium,Non-Fatal
20001208X07895,1997-05-08,1997,Boeing,737-300,Airplane,Yes,,Unknown,Unknown,35.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001208X07896,1997-05-14,1997,Boeing,747-400,Airplane,No,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,573.0,VMC,,Non-Fatal,None,Non-Fatal
20001208X07896,1997-05-14,1997,Boeing,B777,Airplane,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,573.0,VMC,,Non-Fatal,None,Non-Fatal
20001208X07972,1997-05-25,1997,Cessna,205,Airplane,No,1.0,Reciprocating,Skydiving,6.0,0.0,0.0,1.0,VMC,Maneuvering,Fatal,High,Fatal
20001208X08238,1997-06-01,1997,Cessna,TU-206G,Airplane,No,,Unknown,Personal,2.0,0.0,1.0,0.0,VMC,,Fatal,High,Fatal
20001208X08067,1997-06-03,1997,Boeing,767-300,Airplane,No,,Unknown,Unknown,0.0,1.0,0.0,122.0,UNKNOWN,,Non-Fatal,Medium,Non-Fatal
20001208X08047,1997-06-26,1997,Piper,PA-18,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,2.0,0.0,VMC,Takeoff,Non-Fatal,Low,Non-Fatal
20001208X08313,1997-07-12,1997,Mcdonnell Douglas,DC-9-15,Airplane,No,2.0,Turbo Jet,Unknown,0.0,0.0,0.0,75.0,VMC,Approach,Incident,None,Non-Fatal
20001208X08714,1997-08-02,1997,Boeing,757-200,Airplane,No,,Unknown,Unknown,1.0,0.0,0.0,149.0,UNKNOWN,,Fatal,High,Fatal
20001208X08606,1997-08-06,1997,Boeing,747-300,Airplane,No,4.0,Turbo Fan,Unknown,228.0,26.0,0.0,0.0,IMC,Approach,Fatal,High,Fatal
20001208X08682,1997-08-18,1997,Piper,PA-18-150,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001208X08700,1997-08-23,1997,Beech,95-B55,Airplane,No,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Cruise,Fatal,High,Fatal
20001208X08921,1997-09-01,1997,Cessna,182C,Airplane,No,1.0,Reciprocating,Skydiving,5.0,0.0,0.0,0.0,VMC,Climb,Fatal,High,Fatal
20001208X08828,1997-09-02,1997,De Havilland,DHC-2,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001208X08838,1997-09-03,1997,Beech,V35B,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Cruise,Non-Fatal,None,Non-Fatal
20001208X08865,1997-09-06,1997,Cessna,182E,Airplane,No,1.0,Reciprocating,Skydiving,5.0,1.0,0.0,0.0,VMC,Takeoff,Fatal,High,Fatal
20001208X08803,1997-09-14,1997,Piper,PA-28-235,Airplane,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,Unknown,Fatal,High,Fatal
20001208X08986,1997-10-08,1997,Cessna,208B,Airplane,No,1.0,Turbo Prop,Unknown,9.0,0.0,0.0,0.0,IMC,Climb,Fatal,High,Fatal
20001208X08990,1997-10-09,1997,Beech,BE-200,Airplane,No,,Unknown,Unknown,8.0,0.0,1.0,0.0,IMC,,Fatal,High,Fatal
20001208X08992,1997-10-09,1997,Cessna,650-0220,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001208X08953,1997-10-20,1997,Piper,PA-25-235C,Airplane,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,Maneuvering,Non-Fatal,None,Non-Fatal
20001208X08991,1997-10-24,1997,Mcdonnell Douglas,MD-11,Airplane,Yes,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001208X09175,1997-11-07,1997,Piper,PA-22-150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001208X09227,1997-11-08,1997,De Havilland,DHC-6-6,Airplane,No,2.0,Turbo Prop,Skydiving,1.0,0.0,0.0,17.0,VMC,Standing,Fatal,High,Fatal
20001208X09164,1997-11-18,1997,Mcdonnell Douglas,DC-8F,Airplane,No,,Unknown,Unknown,0.0,0.0,4.0,0.0,UNKNOWN,,Non-Fatal,Low,Non-Fatal
20001208X09165,1997-11-23,1997,Mcdonnell Douglas,MD-83,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,138.0,UNKNOWN,,Incident,None,Non-Fatal
20001208X09296,1997-12-02,1997,Mcdonnell Douglas,MD83-2,Airplane,Yes,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001208X09353,1997-12-05,1997,Boeing,707-320,Airplane,No,,Unknown,Positioning,0.0,0.0,0.0,3.0,VMC,,Incident,None,Non-Fatal
20001208X09295,1997-12-20,1997,Sikorsky,S-76B,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001211X09413,1998-01-09,1998,Boeing,767-322ER,Airplane,No,,Turbo Fan,Unknown,0.0,1.0,4.0,87.0,UNKNOWN,,Non-Fatal,Medium,Non-Fatal
20001211X09533,1998-02-17,1998,Boeing,757-200,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,2.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X09534,1998-02-25,1998,Bell,212,Helicopter,No,,Unknown,Unknown,2.0,2.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001211X09657,1998-03-08,1998,Mcdonnell Douglas,DC-10-30,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,253.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X09652,1998-03-08,1998,Mcdonnell Douglas,DC8-73,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,3.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X09651,1998-03-10,1998,Boeing,707-336,Airplane,No,,Unknown,Unknown,6.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001211X09633,1998-03-21,1998,Cessna,U206G,Airplane,No,1.0,Reciprocating,Skydiving,6.0,0.0,0.0,0.0,VMC,Cruise,Fatal,High,Fatal
20001211X09837,1998-04-04,1998,Boeing,767-304,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X09838,1998-04-12,1998,Boeing,737-200,Airplane,Yes,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001211X09839,1998-04-26,1998,Cessna,210,Airplane,Yes,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001211X09836,1998-04-27,1998,Boeing,737-500,Airplane,No,,Unknown,Other Work Use,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X10161,1998-05-21,1998,North American,T-28B,Airplane,No,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Landing,Non-Fatal,None,Non-Fatal
20001211X10046,1998-05-26,1998,Robinson,R22 BETA,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,2.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20001211X10045,1998-05-29,1998,Boeing,B-737-500,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Unavailable,None,Unknown
20001211X10290,1998-06-05,1998,Eurocopter,AS350BA,Helicopter,No,1.0,Turbo Shaft,Positioning,3.0,0.0,0.0,0.0,VMC,Cruise,Fatal,High,Fatal
20001211X10281,1998-06-06,1998,Mcdonnell Douglas,MD-83,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,173.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20001211X10289,1998-06-10,1998,Bell,205A1,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20001211X10400,1998-06-10,1998,Piper,PA-24-180,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Takeoff,Non-Fatal,None,Non-Fatal
20001211X10287,1998-06-27,1998,Boeing,737-800,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X10285,1998-06-27,1998,Schweizer,269D,Helicopter,Yes,,Unknown,Unknown,0.0,0.0,2.0,1.0,UNKNOWN,,Non-Fatal,Low,Non-Fatal
20001211X10286,1998-06-30,1998,Bell,212,Helicopter,No,,Unknown,Unknown,5.0,4.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001211X10547,1998-07-02,1998,Boeing,737-400,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,5.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X10470,1998-07-04,1998,Cessna,182,Airplane,No,1.0,Reciprocating,Skydiving,1.0,0.0,0.0,4.0,VMC,Cruise,Fatal,High,Fatal
20001211X10546,1998-07-20,1998,Boeing,747,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,3.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X10549,1998-07-29,1998,Boeing,777,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X10826,1998-08-05,1998,Boeing,747-400,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,IMC,,Unavailable,None,Unknown
20001211X10827,1998-08-13,1998,Boeing,737-200,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X10786,1998-08-20,1998,Bell,222,Helicopter,No,2.0,Turbo Shaft,Unknown,3.0,0.0,0.0,0.0,VMC,Descent,Fatal,High,Fatal
20001211X11042,1998-09-12,1998,Boeing,767,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,200.0,VMC,,Incident,None,Non-Fatal
20001211X11142,1998-09-28,1998,Cessna,U206G,Airplane,No,,Unknown,Personal,7.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20001211X11228,1998-10-13,1998,Mcdonnell Douglas,DC-10-30,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X11404,1998-11-05,1998,Beech,1900C,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,Incident,None,Non-Fatal
20001211X11485,1998-11-11,1998,Boeing,777-222B,Airplane,No,,Turbo Fan,Unknown,0.0,1.0,0.0,227.0,UNKNOWN,,Non-Fatal,Medium,Non-Fatal
