Event.Id,Event.Date,Year,Make,Model,Aircraft.Category,Amateur.Built,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Injury.Severity,Severity.Level,Outcome
20150226X32502,2015-01-13,2015,Boeing,747 - 406,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,nan,None,Unknown
20150113X22629,2015-01-14,2015,Cessna,152,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,,Fatal,High,Fatal
20150120X02640,2015-01-14,2015,Cessna,210J,Airplane,No,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150120X42449,2015-01-14,2015,Cessna,A188B,Airplane,No,,Unknown,Aerial Application,1.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150115X71911,2015-01-15,2015,Cessna,150L,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150120X24700,2015-01-15,2015,Cessna,182R,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150116X24615,2015-01-16,2015,Luscombe,8,Airplane,No,1.0,Reciprocating,Instructional,1.0,0.0,1.0,0.0,VMC,,Fatal,High,Fatal
20150120X80613,2015-01-16,2015,Cessna,172L,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150116X20909,2015-01-17,2015,Cessna,172N,Airplane,No,1.0,Reciprocating,Instructional,0.0,3.0,1.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150120X94557,2015-01-17,2015,Cessna,172K,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150121X13632,2015-01-17,2015,Mooney,M20C,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150126X41009,2015-01-17,2015,Bell,206 - L1,Helicopter,No,,Turbo Shaft,Unknown,0.0,4.0,0.0,0.0,UNKNOWN,,Non-Fatal,Medium,Non-Fatal
20150209X31250,2015-01-18,2015,Beech,A36TC,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150120X02856,2015-01-19,2015,Diamond Aircraft Ind Inc,DA 20 C1,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150120X40744,2015-01-19,2015,Piper,PA-28-161,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150120X70649,2015-01-19,2015,Cessna,172F,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,1.0,0.0,VMC,,Non-Fatal,Low,Non-Fatal
20150120X53355,2015-01-20,2015,Piper,PA 28-140,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150120X75714,2015-01-20,2015,Robinson,R66,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,3.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150121X24545,2015-01-21,2015,Beech,36,Airplane,No,,Unknown,Personal,2.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150122X20352,2015-01-21,2015,Cessna,170B,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,Non-Fatal,None,Non-Fatal
20150122X23956,2015-01-21,2015,Piper,PA-31-350,Airplane,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150122X11026,2015-01-22,2015,Piper,PA-23,Airplane,No,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150126X51408,2015-01-22,2015,Cessna,152,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150127X51324,2015-01-22,2015,Boeing,787-8,Airplane,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,nan,None,Unknown
20150125X85724,2015-01-23,2015,Cessna,172I,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150204X65201,2015-01-23,2015,Maule,MX 7-180,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150224X70026,2015-01-23,2015,Robinson,R44 - II,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150125X90257,2015-01-25,2015,Cessna,150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,Non-Fatal,Low,Non-Fatal
20150126X54025,2015-01-25,2015,Cessna,172F,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,Non-Fatal,Low,Non-Fatal
20150126X90859,2015-01-25,2015,Cessna,150E,Airplane,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150126X31505,2015-01-26,2015,Cessna,182L,Airplane,No,1.0,Reciprocating,Personal,1.0,1.0,1.0,0.0,IMC,,Fatal,High,Fatal
20150126X84741,2015-01-26,2015,Cirrus,SR22 - NO SERIES,Airplane,No,,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150127X14127,2015-01-26,2015,Cessna,172N,Airplane,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,2.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150127X61012,2015-01-26,2015,Cessna,182C,Airplane,No,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150128X02848,2015-01-26,2015,Enstrom,280FX,Helicopter,No,1.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150128X02253,2015-01-27,2015,Diamond Aircraft Ind Inc,DA 40,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150128X42832,2015-01-28,2015,Cessna,310B,Airplane,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150129X05038,2015-01-28,2015,Piper,PA-28R-200,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,4.0,VMC,,Non-Fatal,None,Non-Fatal
20150130X24929,2015-01-29,2015,Piper,PA 12,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150202X55515,2015-01-30,2015,Piper,PA 46 350P,Airplane,No,1.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150202X20456,2015-01-31,2015,Piper,PA 18,Airplane,No,1.0,Reciprocating,Public Aircraft,0.0,0.0,2.0,0.0,VMC,,Non-Fatal,Low,Non-Fatal
20150202X83148,2015-02-01,2015,Robinson Helicopter Company,R44 II,Helicopter,No,1.0,Reciprocating,Aerial Application,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150203X64859,2015-02-01,2015,Piper,PA 12,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150211X84924,2015-02-01,2015,Schweizer,269C 1,Helicopter,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150203X31110,2015-02-02,2015,Piper,PA-32-301,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,Non-Fatal,None,Non-Fatal
20150204X31504,2015-02-04,2015,Piper,PA 18-150,Airplane,No,1.0,Reciprocating,Instructional,0.0,2.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150204X22214,2015-02-05,2015,Piper,PA46 500TP,Airplane,No,1.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,IMC,,Fatal,High,Fatal
20150205X05021,2015-02-05,2015,Cessna,441,Airplane,No,2.0,Turbo Prop,Personal,1.0,0.0,0.0,0.0,IMC,,Fatal,High,Fatal
20150205X34400,2015-02-05,2015,Beech,A36,Airplane,No,1.0,Reciprocating,Personal,0.0,2.0,2.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150206X02838,2015-02-05,2015,Air Tractor Inc,AT 602,Airplane,No,1.0,Turbo Prop,Ferry,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150305X10103,2015-02-06,2015,Hughes,269A,Helicopter,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150211X83331,2015-02-07,2015,Cessna,152,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150212X15038,2015-02-07,2015,Robinson,R66,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,nan,None,Unknown
20160325X33816,2015-02-08,2015,Mooney,M20F,Airplane,No,,Unknown,Personal,0.0,1.0,0.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150209X05051,2015-02-09,2015,Cessna,U206 - G,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150210X11721,2015-02-09,2015,Dehavilland,DHC 6 TWIN OTTER,Airplane,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,3.0,VMC,,Non-Fatal,None,Non-Fatal
20150217X50749,2015-02-09,2015,Cessna,180,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150210X01153,2015-02-10,2015,Vans,RV7 - UNDESIGNAT,Airplane,Yes,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150210X74239,2015-02-10,2015,Cessna,402C,Airplane,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,7.0,VMC,,Non-Fatal,None,Non-Fatal
20150211X14605,2015-02-10,2015,Embraer,ERJ 190 100 IGW,Airplane,No,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,55.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150220X75302,2015-02-10,2015,Raytheon Aircraft Company,B300,Airplane,No,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150211X00809,2015-02-11,2015,Cessna,185 - E,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150211X52137,2015-02-11,2015,Piper,PA28,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150211X55543,2015-02-11,2015,Beech,1900,Airplane,No,2.0,Turbo Prop,Positioning,4.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150224X05152,2015-02-12,2015,Bell,206 - L4,Helicopter,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,1.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150403X41941,2015-02-12,2015,Piper,PA 46-350P,Airplane,No,,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150214X43614,2015-02-14,2015,Cessna,150M,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,,Non-Fatal,Low,Non-Fatal
20150217X62326,2015-02-14,2015,Piper,PA 28R-180,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150224X92503,2015-02-14,2015,Mooney,M20E - NO SERIES,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150219X11939,2015-02-15,2015,Piper,PA28 - 180,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150219X14806,2015-02-15,2015,Boeing,767,Airplane,No,,Unknown,Unknown,0.0,4.0,1.0,245.0,IMC,,Non-Fatal,Medium,Non-Fatal
20150225X45502,2015-02-15,2015,Robinson Helicopter,R22 BETA,Helicopter,No,1.0,Reciprocating,Other Work Use,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150226X64850,2015-02-15,2015,Bell,206,Helicopter,No,1.0,Turbo Shaft,Aerial Observation,0.0,0.0,0.0,6.0,VMC,,Non-Fatal,None,Non-Fatal
20150223X51149,2015-02-15,2015,Piper,PA46 500TP,Airplane,No,1.0,Turbo Prop,Unknown,0.0,3.0,0.0,0.0,UNKNOWN,,Non-Fatal,Medium,Non-Fatal
20150928X01411,2015-02-15,2015,Airbus,A320,Airplane,No,,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,nan,None,Unknown
20150309X14354,2015-02-15,2015,Bell,206 - L4,Helicopter,No,,Unknown,Unknown,0.0,0.0,0.0,1.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150217X83924,2015-02-16,2015,Beech,58,Airplane,No,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,IMC,,Non-Fatal,None,Non-Fatal
20150218X40240,2015-02-16,2015,Piper,PA 31-350,Airplane,No,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150223X10055,2015-02-16,2015,Cessna,T210 - L,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150318X42907,2015-02-17,2015,Boeing,767 - 204ER,Airplane,No,,Turbo Fan,Unknown,0.0,0.0,0.0,0.0,UNKNOWN,,nan,None,Unknown
20150219X43846,2015-02-18,2015,Grumman Acft Eng Cor-Schweizer,G 164A,Airplane,No,1.0,Reciprocating,Flight Test,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150219X82450,2015-02-18,2015,Embraer,EMB 145LR,Airplane,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,113.0,VMC,,Non-Fatal,None,Non-Fatal
20150224X94231,2015-02-19,2015,Cirrus Design Corp,SR22,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,Non-Fatal,None,Non-Fatal
20150220X45640,2015-02-19,2015,Robinson,R44 II,Helicopter,No,1.0,Reciprocating,Unknown,2.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150220X72637,2015-02-20,2015,Piper,PA 32RT-300T,Airplane,No,1.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150225X01451,2015-02-21,2015,Cessna,172P,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150222X75521,2015-02-22,2015,Piper,PA46 - 350P,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150224X93519,2015-02-22,2015,Piper,PA 18-150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150224X45723,2015-02-24,2015,Mcdonnell Douglas,MD 11F,Airplane,No,3.0,Turbo Fan,Unknown,0.0,0.0,1.0,3.0,VMC,,Non-Fatal,Low,Non-Fatal
20150225X10233,2015-02-24,2015,Piper,PA 28R-201,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150225X12013,2015-02-24,2015,Cessna,208,Airplane,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150227X04349,2015-02-25,2015,Boeing,747 - 468,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,300.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150302X84830,2015-02-25,2015,Boeing,737 - 8AS,Airplane,No,,Unknown,Unknown,0.0,0.0,2.0,162.0,UNKNOWN,,Non-Fatal,Low,Non-Fatal
20150227X62134,2015-02-27,2015,Bell,47G 2A,Helicopter,No,1.0,Reciprocating,Aerial Application,0.0,0.0,1.0,0.0,VMC,,Non-Fatal,Low,Non-Fatal
20150302X02845,2015-02-27,2015,Piper,PA 28R-200,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150303X30828,2015-02-27,2015,Piper,PA28,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150304X33517,2015-02-28,2015,Cirrus,SR22,Airplane,No,,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150303X32311,2015-03-01,2015,Piper,J3C 65,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150309X93405,2015-03-01,2015,Piper,PA 28-181,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150311X53257,2015-03-01,2015,Stinson,108,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150330X72852,2015-03-01,2015,Piper,PA 46-310P,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150302X72957,2015-03-02,2015,Piper,PA 28-140,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150309X60611,2015-03-02,2015,Piper,PA 18,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150303X01545,2015-03-03,2015,Robinson Helicopter,R22 BETA,Helicopter,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150305X32341,2015-03-03,2015,Cessna,152,Airplane,No,1.0,Reciprocating,Instructional,0.0,1.0,0.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150304X81814,2015-03-04,2015,Mooney,M20F,Airplane,No,1.0,Reciprocating,Personal,3.0,0.0,0.0,0.0,IMC,,Fatal,High,Fatal
20150313X90544,2015-03-04,2015,Beech,58,Airplane,No,2.0,Reciprocating,Business,0.0,0.0,0.0,4.0,IMC,,Non-Fatal,None,Non-Fatal
20160114X55003,2015-03-04,2015,Piper,PA28,Airplane,No,,Unknown,Unknown,1.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150309X04646,2015-03-05,2015,Bell,407,Helicopter,No,1.0,Turbo Shaft,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150311X25947,2015-03-05,2015,Champion,7EC,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150308X30905,2015-03-07,2015,Piper,PA 18-150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150310X83524,2015-03-07,2015,Cessna,172S,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150323X10450,2015-03-07,2015,Ercoupe,415 C,Airplane,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150308X14509,2015-03-08,2015,Bellanca,8KCAB,Airplane,No,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150311X13853,2015-03-08,2015,Cessna,172P,Airplane,No,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150313X83817,2015-03-08,2015,Piper,PA18 - 150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150316X14004,2015-03-08,2015,Bell,UH1H - NO SERIES,Helicopter,No,,Unknown,Unknown,1.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150326X05304,2015-03-08,2015,Cessna,182M,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150310X12746,2015-03-09,2015,Piper,PA23,Airplane,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150310X20438,2015-03-09,2015,Cirrus Design Corp,SR22,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150310X74323,2015-03-09,2015,Piper,PA-24-250,Airplane,No,1.0,Reciprocating,Personal,1.0,0.0,1.0,0.0,VMC,,Fatal,High,Fatal
20150325X72946,2015-03-09,2015,Aeronca,7AC,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150311X02544,2015-03-10,2015,Bell,206B,Helicopter,No,1.0,Turbo Shaft,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150311X10126,2015-03-10,2015,Cessna,182L,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150311X21724,2015-03-10,2015,Cessna,208B,Airplane,No,1.0,Turbo Prop,Unknown,0.0,0.0,0.0,1.0,IMC,,Non-Fatal,None,Non-Fatal
20150312X61444,2015-03-10,2015,Maule,M 7-260C,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150316X21312,2015-03-11,2015,Beech,B19,Airplane,No,1.0,Reciprocating,Personal,0.0,2.0,1.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150316X61908,2015-03-12,2015,Cessna,170A,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150319X52552,2015-03-12,2015,Boeing,A75N1(PT17),Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150323X05503,2015-03-12,2015,Beech,390,Airplane,No,,Unknown,Unknown,0.0,0.0,0.0,4.0,UNKNOWN,,Non-Fatal,None,Non-Fatal
20150313X72113,2015-03-13,2015,Eurocopter,AS 350 B2,Helicopter,No,1.0,Turbo Shaft,Unknown,1.0,0.0,2.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150313X75813,2015-03-13,2015,Airbus,AS350 B2,Helicopter,No,1.0,Turbo Shaft,Unknown,0.0,0.0,0.0,3.0,VMC,,Non-Fatal,None,Non-Fatal
20150316X42223,2015-03-13,2015,Aviat,A1 - B,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150314X74553,2015-03-14,2015,Bombardier Inc,CL 600 2C10,Airplane,No,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,41.0,VMC,,Non-Fatal,None,Non-Fatal
20150318X45522,2015-03-14,2015,Enstrom,F28 - C,Helicopter,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150318X84028,2015-03-15,2015,Piper,PA-34-200T,Airplane,No,,Reciprocating,Unknown,1.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150319X04425,2015-03-15,2015,Cessna,172C,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150317X53153,2015-03-16,2015,Beech,76,Airplane,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150321X24500,2015-03-16,2015,Piper,PA18 - 150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150402X10229,2015-03-16,2015,Cessna,140,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150318X00901,2015-03-17,2015,Cessna,182Q,Airplane,No,1.0,Reciprocating,Aerial Observation,1.0,0.0,0.0,0.0,IMC,,Fatal,High,Fatal
20150319X74007,2015-03-17,2015,Grumman Acft Eng Cor-Schweizer,G 164A,Airplane,No,,Unknown,Aerial Application,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150323X60117,2015-03-17,2015,Piper,PA32RT - 300T,Airplane,No,,Unknown,Unknown,3.0,0.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150327X81708,2015-03-17,2015,Beech,A36,Airplane,No,1.0,Reciprocating,Ferry,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150324X54610,2015-03-18,2015,American Champion Aircraft,7GCAA,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150322X11754,2015-03-19,2015,Piper,PA 12,Airplane,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150330X23654,2015-03-19,2015,Piper,PA30 - NO SERIES,Airplane,No,2.0,Reciprocating,Personal,0.0,3.0,1.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150320X15605,2015-03-19,2015,Beech,B90,Airplane,No,2.0,Turbo Prop,Unknown,10.0,0.0,0.0,0.0,VMC,,Fatal,High,Fatal
20150323X84243,2015-03-20,2015,Cessna,150,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,IMC,,Non-Fatal,None,Non-Fatal
20150324X45521,2015-03-20,2015,Cessna,TU206 - G,Airplane,No,,Unknown,Unknown,2.0,2.0,0.0,0.0,UNKNOWN,,Fatal,High,Fatal
20150422X71127,2015-03-20,2015,Embraer,EMB 145LR,Airplane,No,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,53.0,IMC,,Non-Fatal,None,Non-Fatal
20150515X42939,2015-03-20,2015,Diamond Aircraft Ind Inc,DA40,Airplane,No,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,Non-Fatal,None,Non-Fatal
20150323X03212,2015-03-21,2015,Cessna,310Q,Airplane,No,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,Non-Fatal,None,Non-Fatal
20150323X04916,2015-03-21,2015,Vans,RV6A,Airplane,Yes,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
20150323X20114,2015-03-21,2015,Robinson Helicopter,R44,Helicopter,No,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,Non-Fatal,Medium,Non-Fatal
